Student_ID,Age,Gender,City,Course_Category,Enrollment_Type,Study_Hours_Per_Week,Live_Sessions_Attended,Assignments_Completed_Percent,Mock_Test_Score,Projects_Completed,Internship_Completed,LinkedIn_Profile,Resume_Score,Final_Score,Completion_Status,Placement_Status,Placement_Package_LPA,Satisfaction_Rating
721,27,Female,Mumbai,Data Science,Paid,29,0,100,83,4,No,Yes,81,97,Completed,Placed,8.79,4
722,29,Female,Pune,Cyber Security,Paid,30,2,100,77,2,No,No,68,96,Completed,Placed,5.21,5
723,19,Male,Hyderabad,AI,Paid,17,0,71,55,4,Yes,Yes,59,63,Completed,Placed,8.91,2
724,30,Female,Hyderabad,Cyber Security,Paid,4,10,27,56,5,Yes,Yes,78,52,Not Completed,Placed,7.06,5
725,25,Male,Bangalore,AI,Paid,16,4,69,75,4,No,Yes,93,63,Completed,Not Placed,0.0,3
726,19,Female,Mumbai,Data Science,Paid,28,4,100,85,0,No,Yes,57,100,Completed,Placed,7.17,4
727,18,Female,Hyderabad,Cyber Security,Free,28,15,100,100,5,Yes,Yes,100,100,Completed,Placed,10.54,5
728,22,Male,Chennai,Cyber Security,Free,5,11,54,59,5,No,Yes,78,71,Not Completed,Placed,3.51,4
729,26,Male,Mumbai,Data Science,Free,6,10,27,48,4,Yes,No,54,52,Not Completed,Placed,5.05,4
730,34,Male,Chennai,Cyber Security,Free,18,12,72,100,3,No,No,79,87,Completed,Placed,8.19,4
731,26,Female,Chennai,AI,Paid,8,5,51,40,2,Yes,No,59,55,Not Completed,Placed,7.28,3
732,28,Female,Hyderabad,Cyber Security,Free,17,7,66,68,1,No,No,25,57,Completed,Not Placed,0.0,2
733,32,Male,Mumbai,Web Development,Free,15,9,80,82,1,No,No,49,74,Completed,Placed,12.65,3
734,23,Male,Pune,Cloud Computing,Free,27,15,100,100,0,Yes,Yes,39,80,Completed,Not Placed,0.0,4
735,20,Male,Delhi,AI,Paid,17,11,63,76,1,No,Yes,68,85,Completed,Placed,5.98,4
736,34,Male,Hyderabad,Web Development,Paid,8,0,46,45,1,No,No,44,55,Not Completed,Placed,13.04,5
737,22,Female,Hyderabad,Data Science,Paid,10,3,42,43,2,Yes,No,55,66,Not Completed,Placed,8.51,4
738,29,Male,Pune,AI,Paid,5,9,27,43,2,Yes,Yes,43,62,Not Completed,Not Placed,0.0,5
739,31,Male,Mumbai,Cloud Computing,Paid,23,15,87,83,3,Yes,Yes,89,75,Completed,Placed,14.83,2
740,28,Male,Mumbai,Cloud Computing,Paid,12,10,68,71,0,Yes,Yes,55,77,Completed,Not Placed,0.0,5
741,26,Male,Chennai,Data Science,Free,3,0,36,34,1,No,No,40,31,Not Completed,Not Placed,0.0,1
742,19,Female,Pune,Data Science,Paid,13,8,58,56,3,No,Yes,84,68,Completed,Not Placed,0.0,2
743,29,Male,Pune,AI,Paid,13,10,66,68,0,No,No,48,69,Completed,Not Placed,0.0,2
744,20,Female,Mumbai,Cyber Security,Paid,5,6,37,68,5,No,No,60,50,Not Completed,Placed,9.04,3
745,20,Male,Chennai,Data Science,Paid,19,6,65,81,1,Yes,Yes,55,66,Completed,Placed,10.66,3
746,18,Male,Hyderabad,Cyber Security,Paid,27,11,99,86,1,Yes,Yes,72,91,Completed,Placed,5.05,5
747,25,Female,Bangalore,Web Development,Paid,22,4,85,82,2,No,Yes,68,83,Completed,Placed,13.33,4
748,25,Male,Delhi,Cloud Computing,Paid,8,6,51,39,4,Yes,Yes,68,46,Not Completed,Placed,9.38,4
749,28,Female,Hyderabad,Cyber Security,Free,30,11,100,73,0,Yes,Yes,77,79,Completed,Not Placed,0.0,3
750,26,Female,Mumbai,Cloud Computing,Paid,2,14,16,51,1,No,No,22,27,Not Completed,Not Placed,0.0,3
751,22,Male,Delhi,Cyber Security,Paid,27,1,100,91,0,Yes,Yes,32,73,Completed,Placed,10.62,4
752,31,Female,Bangalore,Web Development,Paid,27,13,94,100,3,No,Yes,97,94,Completed,Placed,3.51,5
753,20,Female,Bangalore,Data Science,Paid,24,12,88,95,3,Yes,Yes,66,95,Completed,Placed,15.0,5
754,22,Female,Chennai,Web Development,Free,27,3,100,74,4,No,No,89,96,Completed,Placed,7.37,4
755,22,Female,Delhi,Data Science,Paid,14,13,58,78,1,No,Yes,47,82,Completed,Placed,3.74,4
756,31,Female,Chennai,Data Science,Free,7,13,50,57,2,No,No,68,64,Not Completed,Not Placed,0.0,2
757,21,Female,Hyderabad,Cloud Computing,Paid,7,15,55,58,1,Yes,Yes,64,64,Not Completed,Placed,14.92,4
758,30,Female,Pune,Web Development,Paid,13,6,67,68,0,No,Yes,33,67,Completed,Placed,12.8,3
759,27,Female,Pune,Cyber Security,Paid,9,15,29,62,5,No,Yes,85,64,Not Completed,Placed,13.22,4
760,25,Male,Pune,Web Development,Free,25,2,88,85,3,No,Yes,92,75,Completed,Placed,10.51,2
761,25,Male,Delhi,Cloud Computing,Paid,23,1,87,62,0,No,Yes,54,86,Completed,Placed,14.07,4
762,24,Female,Pune,Data Science,Free,20,9,61,98,4,No,Yes,85,69,Completed,Placed,3.43,2
763,25,Male,Hyderabad,Cloud Computing,Paid,6,1,29,17,3,Yes,Yes,65,47,Not Completed,Placed,12.2,1
764,31,Female,Chennai,AI,Paid,19,12,75,72,2,No,Yes,63,74,Completed,Placed,11.05,4
765,23,Female,Delhi,AI,Paid,6,0,33,30,3,No,Yes,55,34,Not Completed,Not Placed,0.0,3
766,18,Male,Chennai,Cyber Security,Paid,26,4,98,60,5,No,No,100,87,Completed,Placed,9.53,2
767,32,Female,Delhi,Cloud Computing,Paid,11,11,39,38,1,Yes,Yes,27,41,Not Completed,Placed,9.18,4
768,18,Female,Chennai,Cyber Security,Free,2,5,21,14,5,No,Yes,64,29,Not Completed,Not Placed,0.0,3
769,34,Female,Bangalore,Cyber Security,Free,11,5,54,49,5,No,No,69,48,Completed,Placed,3.93,1
770,18,Female,Chennai,AI,Paid,6,15,38,59,1,Yes,No,57,44,Not Completed,Not Placed,0.0,3
771,32,Male,Pune,Cyber Security,Paid,13,8,63,65,3,Yes,No,65,63,Completed,Placed,4.67,3
772,19,Female,Bangalore,AI,Paid,23,3,92,70,4,Yes,Yes,91,80,Completed,Placed,8.02,4
773,31,Female,Chennai,Data Science,Free,28,0,99,78,1,No,No,65,74,Completed,Not Placed,0.0,4
774,25,Female,Delhi,Cloud Computing,Paid,8,5,45,41,1,Yes,Yes,43,48,Not Completed,Placed,9.73,3
775,25,Male,Delhi,Cyber Security,Paid,10,14,42,75,2,No,Yes,54,54,Not Completed,Not Placed,0.0,2
776,24,Female,Delhi,AI,Paid,23,4,86,79,3,No,No,71,84,Completed,Not Placed,0.0,4
777,23,Male,Mumbai,Web Development,Free,22,9,75,78,1,No,Yes,56,84,Completed,Not Placed,0.0,4
778,23,Male,Hyderabad,Cyber Security,Free,13,5,69,61,4,No,Yes,77,72,Completed,Placed,14.84,5
779,20,Female,Delhi,Data Science,Paid,24,2,89,70,0,Yes,Yes,51,74,Completed,Placed,13.94,2
780,24,Female,Bangalore,Data Science,Paid,30,1,100,66,3,Yes,No,87,79,Completed,Placed,11.61,4
781,25,Male,Delhi,Web Development,Free,2,5,29,43,2,No,Yes,43,56,Not Completed,Placed,4.26,4
782,27,Female,Mumbai,AI,Paid,12,12,47,58,5,Yes,Yes,94,64,Not Completed,Placed,5.87,4
783,32,Male,Pune,Cyber Security,Paid,22,0,88,72,1,Yes,Yes,69,98,Completed,Not Placed,0.0,5
784,32,Male,Bangalore,AI,Paid,16,6,76,67,4,No,Yes,68,63,Completed,Placed,7.27,3
785,18,Female,Mumbai,Data Science,Paid,3,6,28,37,3,No,No,60,47,Not Completed,Not Placed,0.0,1
786,24,Female,Pune,AI,Free,21,9,83,61,4,No,Yes,78,86,Completed,Placed,5.93,4
787,21,Male,Bangalore,Data Science,Free,8,12,38,75,4,Yes,Yes,68,59,Not Completed,Not Placed,0.0,2
788,23,Male,Chennai,AI,Paid,22,6,86,72,5,No,No,87,80,Completed,Placed,6.82,5
789,18,Male,Hyderabad,Web Development,Paid,13,14,61,80,2,Yes,Yes,38,72,Completed,Placed,11.13,3
790,22,Male,Hyderabad,Cloud Computing,Free,23,11,83,86,3,No,Yes,76,87,Completed,Not Placed,0.0,5
791,18,Female,Mumbai,Web Development,Free,19,10,66,75,1,No,No,40,72,Completed,Not Placed,0.0,5
792,21,Female,Pune,Web Development,Paid,4,9,44,47,2,No,Yes,57,62,Not Completed,Not Placed,0.0,2
793,19,Female,Hyderabad,Cloud Computing,Free,8,0,50,36,1,Yes,Yes,49,46,Not Completed,Not Placed,0.0,1
794,27,Female,Pune,Cloud Computing,Free,12,14,50,69,0,No,No,33,70,Not Completed,Placed,6.97,4
795,22,Female,Pune,Cyber Security,Free,19,3,79,63,4,Yes,No,100,65,Completed,Placed,3.18,4
796,27,Male,Mumbai,Cyber Security,Free,13,12,44,74,0,Yes,No,25,66,Not Completed,Placed,3.66,3
797,18,Female,Mumbai,Web Development,Paid,7,6,21,50,4,No,No,54,56,Not Completed,Not Placed,0.0,2
798,23,Female,Mumbai,Web Development,Paid,6,15,48,62,5,Yes,No,67,56,Not Completed,Placed,11.27,3
799,30,Female,Hyderabad,Data Science,Paid,27,10,100,100,2,No,No,96,87,Completed,Placed,13.88,4
800,32,Female,Mumbai,Data Science,Free,2,8,25,35,1,No,No,51,39,Not Completed,Not Placed,0.0,2
801,21,Female,Hyderabad,Cyber Security,Free,13,4,61,76,5,No,Yes,70,75,Completed,Placed,3.31,3
802,30,Male,Mumbai,Cyber Security,Paid,28,12,100,100,1,No,Yes,59,89,Completed,Placed,14.88,5
803,32,Male,Delhi,Data Science,Paid,27,1,100,83,2,No,No,68,90,Completed,Placed,6.87,5
804,25,Male,Pune,Data Science,Paid,12,6,45,36,3,No,Yes,56,64,Not Completed,Not Placed,0.0,2
805,22,Female,Mumbai,AI,Free,5,9,18,54,0,Yes,Yes,16,29,Not Completed,Placed,5.16,3
806,32,Male,Bangalore,AI,Paid,28,0,100,72,0,No,Yes,53,63,Completed,Placed,3.75,3
807,21,Male,Pune,Data Science,Free,19,15,85,78,1,No,Yes,72,80,Completed,Placed,7.54,5
808,29,Female,Pune,AI,Paid,5,6,40,38,1,No,Yes,63,44,Not Completed,Not Placed,0.0,1
809,30,Female,Mumbai,Cloud Computing,Paid,18,5,65,57,1,No,No,38,56,Completed,Placed,5.65,3
810,19,Female,Chennai,Cyber Security,Paid,3,6,32,43,2,No,No,38,54,Not Completed,Not Placed,0.0,1
811,21,Male,Mumbai,Cyber Security,Free,30,15,100,100,3,Yes,No,86,96,Completed,Not Placed,0.0,4
812,21,Male,Pune,Data Science,Paid,25,13,100,100,0,Yes,No,44,88,Completed,Not Placed,0.0,5
813,28,Female,Bangalore,Web Development,Paid,23,12,98,100,5,No,Yes,100,95,Completed,Placed,3.15,4
814,22,Female,Pune,Data Science,Free,3,9,23,28,4,No,Yes,66,40,Not Completed,Not Placed,0.0,2
815,28,Male,Bangalore,AI,Free,13,2,70,44,2,No,Yes,71,64,Completed,Not Placed,0.0,5
816,27,Male,Hyderabad,Web Development,Free,7,14,42,52,0,No,Yes,41,73,Not Completed,Not Placed,0.0,4
817,25,Female,Delhi,AI,Paid,11,2,57,58,3,Yes,Yes,61,64,Completed,Not Placed,0.0,4
818,23,Female,Pune,Cloud Computing,Free,26,6,84,81,2,No,Yes,67,90,Completed,Not Placed,0.0,4
819,23,Male,Mumbai,AI,Paid,24,12,94,93,5,No,Yes,85,93,Completed,Placed,9.18,5
820,25,Female,Hyderabad,Cloud Computing,Paid,26,1,91,80,0,No,Yes,61,65,Completed,Not Placed,0.0,2
821,32,Male,Delhi,Cloud Computing,Paid,22,0,90,49,2,No,No,88,69,Completed,Placed,8.59,4
822,31,Male,Mumbai,AI,Paid,24,8,100,77,0,No,Yes,64,85,Completed,Placed,11.42,5
823,28,Male,Chennai,AI,Paid,28,8,100,100,0,No,Yes,53,96,Completed,Not Placed,0.0,5
824,29,Male,Mumbai,Cloud Computing,Free,17,6,61,60,3,No,Yes,78,69,Completed,Placed,8.28,3
825,30,Female,Bangalore,Web Development,Free,15,6,71,44,4,No,Yes,100,76,Completed,Placed,4.71,5
826,25,Female,Bangalore,Cloud Computing,Free,8,2,48,30,3,No,Yes,65,37,Not Completed,Not Placed,0.0,3
827,18,Male,Chennai,Cyber Security,Paid,29,9,100,93,0,No,Yes,65,90,Completed,Not Placed,0.0,5
828,32,Male,Hyderabad,Cloud Computing,Free,29,15,100,100,2,No,Yes,82,100,Completed,Placed,10.66,5
829,25,Male,Delhi,Web Development,Free,20,14,74,87,5,No,No,73,73,Completed,Not Placed,0.0,5
830,28,Male,Mumbai,Cyber Security,Paid,24,1,99,63,3,No,Yes,79,89,Completed,Placed,5.75,5
831,29,Male,Bangalore,Data Science,Paid,18,10,72,85,4,No,No,75,89,Completed,Placed,10.74,5
832,29,Female,Hyderabad,Data Science,Free,10,6,50,50,0,Yes,No,48,44,Not Completed,Placed,7.02,1
833,21,Female,Chennai,Web Development,Free,27,8,91,92,5,No,Yes,100,96,Completed,Placed,14.03,4
834,33,Female,Pune,Cloud Computing,Free,14,0,60,42,3,No,No,66,59,Completed,Placed,10.84,3
835,21,Female,Bangalore,AI,Paid,23,12,89,100,3,No,Yes,73,89,Completed,Placed,6.34,3
836,22,Male,Chennai,Web Development,Paid,6,13,36,54,3,No,Yes,41,38,Not Completed,Not Placed,0.0,2
837,22,Male,Mumbai,Cyber Security,Free,24,3,86,74,3,Yes,Yes,78,78,Completed,Placed,13.16,3
838,25,Male,Delhi,Cyber Security,Free,6,15,40,72,5,Yes,No,66,62,Not Completed,Not Placed,0.0,2
839,27,Male,Bangalore,Data Science,Free,11,5,43,54,2,Yes,Yes,42,39,Not Completed,Not Placed,0.0,4
840,34,Male,Bangalore,Cyber Security,Free,22,6,74,78,4,No,No,90,70,Completed,Placed,11.16,3
841,26,Female,Mumbai,Web Development,Paid,28,9,100,74,4,No,No,100,82,Completed,Not Placed,0.0,4
842,31,Male,Pune,Cyber Security,Paid,11,6,59,60,0,No,No,38,50,Completed,Not Placed,0.0,3
843,25,Female,Hyderabad,Web Development,Paid,28,9,90,94,1,No,Yes,48,86,Completed,Placed,9.78,3
844,26,Female,Delhi,AI,Paid,8,1,25,43,2,No,No,37,49,Not Completed,Placed,13.95,2
845,28,Female,Bangalore,Data Science,Free,27,13,90,100,0,Yes,Yes,65,87,Completed,Not Placed,0.0,5
846,18,Female,Delhi,Cyber Security,Paid,16,3,66,52,0,Yes,Yes,51,66,Completed,Not Placed,0.0,4
847,31,Male,Bangalore,Web Development,Paid,8,4,55,52,3,No,No,61,67,Not Completed,Not Placed,0.0,4
848,22,Female,Delhi,Cloud Computing,Free,30,13,100,100,1,No,No,68,92,Completed,Placed,9.85,5
849,31,Female,Chennai,Data Science,Paid,28,11,96,85,1,No,Yes,45,85,Completed,Placed,8.31,4
850,21,Female,Bangalore,AI,Free,16,0,69,65,2,No,Yes,42,63,Completed,Not Placed,0.0,3
851,18,Male,Delhi,Web Development,Free,4,0,30,13,1,No,Yes,59,27,Not Completed,Not Placed,0.0,1
852,25,Male,Hyderabad,AI,Free,20,9,66,87,0,Yes,Yes,51,68,Completed,Placed,7.82,3
853,32,Male,Chennai,AI,Paid,11,2,39,60,1,No,Yes,43,56,Not Completed,Placed,8.5,3
854,32,Female,Chennai,Cyber Security,Paid,29,14,93,94,1,No,Yes,61,86,Completed,Placed,13.18,3
855,26,Female,Hyderabad,Cyber Security,Paid,30,14,100,100,4,No,Yes,74,100,Completed,Placed,12.1,5
856,26,Male,Delhi,Web Development,Paid,16,9,76,67,0,Yes,No,60,56,Completed,Placed,10.22,4
857,27,Female,Mumbai,Cloud Computing,Paid,4,2,26,30,5,No,Yes,59,28,Not Completed,Not Placed,0.0,2
858,26,Male,Hyderabad,Web Development,Paid,7,15,52,82,1,No,No,55,57,Not Completed,Not Placed,0.0,3
859,20,Male,Delhi,Cloud Computing,Free,13,11,53,57,1,Yes,No,50,60,Completed,Not Placed,0.0,2
860,28,Female,Hyderabad,AI,Paid,16,7,78,62,3,No,Yes,74,61,Completed,Placed,11.16,4
861,23,Female,Hyderabad,Data Science,Free,7,15,41,79,1,Yes,Yes,31,62,Not Completed,Placed,6.16,3
862,19,Female,Bangalore,Web Development,Paid,14,8,55,60,1,No,Yes,37,63,Completed,Not Placed,0.0,4
863,24,Female,Delhi,Web Development,Paid,30,15,100,100,4,No,No,95,100,Completed,Placed,7.64,5
864,19,Male,Mumbai,Cloud Computing,Free,20,14,81,90,0,No,Yes,53,92,Completed,Not Placed,0.0,5
865,34,Male,Bangalore,AI,Paid,4,13,35,62,2,No,Yes,50,49,Not Completed,Not Placed,0.0,4
866,28,Male,Hyderabad,AI,Paid,9,10,49,54,0,Yes,Yes,42,41,Not Completed,Placed,11.39,1
867,29,Male,Pune,Cloud Computing,Paid,9,11,49,65,3,Yes,Yes,44,54,Not Completed,Not Placed,0.0,2
868,24,Male,Hyderabad,AI,Free,24,0,100,54,0,Yes,Yes,70,83,Completed,Not Placed,0.0,5
869,23,Female,Hyderabad,Cyber Security,Free,27,15,100,90,1,Yes,No,64,85,Completed,Placed,4.72,4
870,18,Male,Delhi,Data Science,Free,21,13,95,83,3,No,Yes,93,90,Completed,Placed,5.02,4
871,34,Male,Delhi,Web Development,Free,16,10,70,77,0,Yes,No,27,62,Completed,Not Placed,0.0,3
872,28,Male,Bangalore,Data Science,Free,5,1,31,39,3,No,No,62,59,Not Completed,Placed,4.57,4
873,34,Female,Mumbai,Web Development,Paid,20,9,77,66,2,No,Yes,72,65,Completed,Not Placed,0.0,3
874,24,Female,Bangalore,Cyber Security,Free,22,1,73,73,0,No,Yes,34,68,Completed,Not Placed,0.0,3
875,34,Female,Chennai,AI,Paid,4,14,38,57,5,No,No,68,66,Not Completed,Placed,4.34,4
876,26,Female,Hyderabad,Cloud Computing,Paid,14,3,51,45,1,No,No,37,65,Completed,Not Placed,0.0,3
877,34,Male,Pune,Cyber Security,Paid,9,1,43,26,3,No,Yes,69,41,Not Completed,Not Placed,0.0,1
878,25,Male,Hyderabad,Data Science,Paid,24,6,98,82,5,Yes,No,100,99,Completed,Placed,13.55,5
879,34,Female,Hyderabad,Cloud Computing,Paid,17,12,68,90,5,No,Yes,100,81,Completed,Placed,3.55,5
880,24,Female,Bangalore,AI,Paid,14,14,57,76,4,No,Yes,76,83,Completed,Not Placed,0.0,5
881,18,Male,Pune,Cyber Security,Free,4,8,20,34,3,No,Yes,59,55,Not Completed,Placed,13.31,4
882,30,Male,Pune,Cloud Computing,Free,17,6,83,47,5,No,Yes,100,66,Completed,Placed,4.62,3
883,34,Female,Pune,Cyber Security,Paid,10,11,41,77,4,No,Yes,73,72,Not Completed,Not Placed,0.0,5
884,30,Female,Bangalore,Cyber Security,Free,29,5,100,98,5,No,Yes,96,100,Completed,Placed,10.11,4
885,33,Female,Hyderabad,AI,Free,15,15,47,83,1,No,Yes,41,63,Not Completed,Not Placed,0.0,2
886,25,Female,Bangalore,Web Development,Free,14,14,61,90,2,No,Yes,59,80,Completed,Placed,13.51,3
887,18,Male,Delhi,Cloud Computing,Free,22,9,82,84,4,No,No,92,91,Completed,Placed,11.12,5
888,31,Male,Delhi,AI,Paid,26,0,99,66,2,Yes,No,67,95,Completed,Placed,10.89,5
889,32,Male,Bangalore,Cyber Security,Free,8,10,32,61,3,Yes,Yes,63,40,Not Completed,Not Placed,0.0,2
890,19,Female,Pune,AI,Paid,16,9,75,61,1,No,Yes,61,68,Completed,Not Placed,0.0,3
891,34,Female,Hyderabad,Web Development,Paid,8,8,25,42,4,No,Yes,49,34,Not Completed,Placed,7.98,1
892,23,Male,Bangalore,Cloud Computing,Paid,7,4,40,49,3,Yes,Yes,66,54,Not Completed,Placed,5.24,3
893,21,Male,Bangalore,Web Development,Paid,3,15,30,64,5,No,Yes,73,52,Not Completed,Not Placed,0.0,4
894,18,Male,Bangalore,Data Science,Paid,10,10,50,47,0,No,Yes,34,48,Not Completed,Not Placed,0.0,3
895,25,Male,Chennai,Cloud Computing,Free,23,4,90,61,3,No,No,81,70,Completed,Placed,13.33,2
896,24,Female,Delhi,Web Development,Paid,25,5,100,75,2,Yes,No,70,85,Completed,Not Placed,0.0,5
897,20,Male,Pune,Cyber Security,Paid,18,8,87,64,1,No,Yes,65,83,Completed,Placed,6.51,5
898,27,Male,Mumbai,Cloud Computing,Paid,6,12,36,60,1,No,No,40,49,Not Completed,Not Placed,0.0,4
899,27,Male,Pune,Cloud Computing,Paid,13,7,49,60,3,No,Yes,48,69,Not Completed,Not Placed,0.0,3
900,31,Male,Mumbai,AI,Free,2,7,31,49,5,No,Yes,71,61,Not Completed,Placed,5.18,3
901,19,Male,Chennai,Cyber Security,Paid,11,13,50,71,0,No,No,35,76,Not Completed,Placed,14.57,3
902,18,Male,Bangalore,Data Science,Paid,12,7,68,51,2,Yes,Yes,69,67,Completed,Placed,9.95,2
903,24,Male,Chennai,Web Development,Free,17,0,64,35,3,No,Yes,78,58,Completed,Not Placed,0.0,4
904,25,Female,Chennai,AI,Paid,15,0,56,51,3,Yes,No,61,46,Completed,Placed,3.11,3
905,18,Female,Hyderabad,Web Development,Free,9,7,48,34,1,No,No,39,39,Not Completed,Not Placed,0.0,3
906,20,Female,Delhi,Data Science,Free,25,4,77,71,2,No,No,49,69,Completed,Not Placed,0.0,2
907,25,Female,Mumbai,Data Science,Free,18,8,69,64,0,No,No,39,63,Completed,Not Placed,0.0,3
908,32,Male,Bangalore,Cloud Computing,Free,26,1,94,68,1,Yes,No,62,96,Completed,Placed,7.21,5
909,22,Female,Mumbai,Data Science,Paid,19,15,79,74,3,No,Yes,62,74,Completed,Not Placed,0.0,3
910,20,Female,Pune,Web Development,Free,13,8,49,54,1,Yes,Yes,56,43,Not Completed,Not Placed,0.0,4
911,18,Male,Mumbai,Cyber Security,Paid,26,11,89,100,1,No,Yes,66,95,Completed,Placed,3.8,5
912,32,Male,Pune,Cyber Security,Paid,18,13,85,93,4,No,Yes,84,94,Completed,Placed,13.78,5
913,25,Female,Delhi,Cloud Computing,Free,29,7,100,100,1,No,Yes,67,89,Completed,Placed,6.76,4
914,19,Female,Pune,Web Development,Paid,27,8,100,90,5,No,Yes,100,100,Completed,Placed,10.05,4
915,20,Male,Mumbai,Web Development,Paid,15,3,59,58,1,Yes,Yes,57,47,Completed,Not Placed,0.0,3
916,31,Female,Mumbai,Data Science,Paid,17,0,70,65,5,No,Yes,96,86,Completed,Placed,4.69,5
917,31,Male,Pune,Web Development,Free,15,0,67,35,2,No,No,59,53,Completed,Not Placed,0.0,3
918,28,Male,Chennai,AI,Paid,10,4,67,56,1,No,Yes,53,55,Completed,Not Placed,0.0,2
919,33,Male,Delhi,Data Science,Paid,5,1,32,45,0,No,Yes,34,63,Not Completed,Not Placed,0.0,4
920,21,Male,Hyderabad,AI,Free,26,15,96,93,5,No,No,96,100,Completed,Placed,13.0,5
921,22,Female,Bangalore,Cloud Computing,Free,24,13,100,100,5,No,No,100,97,Completed,Placed,3.54,4
922,31,Male,Mumbai,Cyber Security,Paid,12,7,52,78,3,No,Yes,77,69,Completed,Not Placed,0.0,4
923,33,Male,Bangalore,Cloud Computing,Free,7,9,43,59,2,No,Yes,56,59,Not Completed,Placed,6.77,3
924,24,Female,Hyderabad,Cyber Security,Paid,16,10,78,77,1,No,Yes,50,70,Completed,Not Placed,0.0,3
925,27,Male,Bangalore,Cloud Computing,Free,6,4,32,28,0,No,Yes,37,48,Not Completed,Placed,11.01,1
926,24,Female,Hyderabad,Web Development,Paid,12,4,59,62,3,Yes,Yes,71,67,Completed,Not Placed,0.0,3
927,18,Female,Pune,AI,Paid,26,1,100,63,2,No,Yes,66,86,Completed,Not Placed,0.0,5
928,33,Female,Chennai,Cyber Security,Free,19,6,86,73,5,Yes,Yes,98,86,Completed,Placed,9.16,5
929,21,Male,Mumbai,Data Science,Free,14,12,64,76,0,Yes,Yes,40,74,Completed,Not Placed,0.0,2
930,19,Female,Hyderabad,AI,Paid,12,7,53,25,1,No,Yes,56,57,Completed,Not Placed,0.0,4
931,18,Female,Bangalore,Data Science,Paid,15,9,58,72,4,No,No,80,85,Completed,Placed,6.77,5
932,32,Male,Mumbai,AI,Paid,29,12,97,100,4,Yes,No,93,100,Completed,Placed,5.94,5
933,22,Female,Chennai,AI,Free,19,0,92,37,2,No,Yes,73,60,Completed,Not Placed,0.0,5
934,28,Female,Pune,Cloud Computing,Free,28,1,100,77,0,No,Yes,38,77,Completed,Placed,3.21,3
935,27,Female,Mumbai,Cyber Security,Free,29,9,100,76,3,No,Yes,71,84,Completed,Placed,6.22,3
936,19,Female,Hyderabad,Cyber Security,Paid,26,15,100,93,0,No,Yes,58,84,Completed,Placed,7.5,3
937,20,Female,Chennai,AI,Free,29,3,100,64,5,No,Yes,100,79,Completed,Placed,13.59,4
938,29,Male,Bangalore,Web Development,Paid,20,4,91,69,4,No,Yes,94,85,Completed,Placed,14.41,2
939,22,Female,Chennai,Web Development,Paid,25,12,98,100,2,Yes,Yes,93,90,Completed,Placed,11.6,4
940,22,Female,Chennai,Data Science,Paid,28,1,100,82,1,Yes,Yes,68,76,Completed,Placed,8.91,5
941,23,Male,Delhi,Data Science,Free,16,0,62,42,0,Yes,Yes,44,40,Completed,Not Placed,0.0,1
942,26,Male,Chennai,Cloud Computing,Free,10,8,53,49,4,No,Yes,87,66,Completed,Not Placed,0.0,3
943,19,Male,Chennai,AI,Paid,9,13,43,66,3,No,Yes,59,63,Not Completed,Not Placed,0.0,2
944,29,Female,Mumbai,Data Science,Paid,21,0,85,53,2,No,Yes,60,66,Completed,Placed,14.41,3
945,20,Male,Bangalore,Data Science,Free,29,12,100,88,1,No,Yes,71,97,Completed,Not Placed,0.0,5
946,29,Female,Mumbai,AI,Paid,2,14,22,49,0,No,Yes,40,36,Not Completed,Not Placed,0.0,1
947,34,Female,Mumbai,Cloud Computing,Paid,5,3,25,26,3,Yes,Yes,45,39,Not Completed,Not Placed,0.0,2
948,27,Male,Hyderabad,Data Science,Free,15,1,70,56,1,No,Yes,61,66,Completed,Not Placed,0.0,4
949,31,Male,Mumbai,Cloud Computing,Free,26,10,98,100,5,No,Yes,98,93,Completed,Placed,3.35,5
950,34,Female,Delhi,Cyber Security,Paid,3,3,46,57,4,Yes,Yes,74,57,Not Completed,Not Placed,0.0,3
951,34,Male,Delhi,Cloud Computing,Paid,17,7,60,71,5,Yes,Yes,87,69,Completed,Placed,9.2,3
952,31,Female,Hyderabad,Web Development,Free,4,7,38,48,4,No,Yes,63,55,Not Completed,Placed,8.81,3
953,26,Male,Pune,Web Development,Paid,27,14,100,96,3,No,Yes,82,99,Completed,Not Placed,0.0,4
954,25,Male,Bangalore,Cloud Computing,Paid,9,10,67,52,5,No,No,83,64,Completed,Placed,6.63,3
955,19,Male,Bangalore,Web Development,Free,7,11,46,68,4,No,No,71,59,Not Completed,Placed,14.84,2
956,30,Female,Mumbai,Cyber Security,Paid,17,8,74,67,2,No,No,57,71,Completed,Placed,6.26,5
957,24,Male,Mumbai,AI,Paid,25,12,94,94,3,Yes,Yes,75,77,Completed,Placed,8.88,5
958,26,Female,Pune,Web Development,Free,17,14,63,94,4,No,No,73,81,Completed,Placed,7.86,3
959,28,Female,Mumbai,Web Development,Free,8,10,47,53,0,No,Yes,42,66,Not Completed,Not Placed,0.0,5
960,31,Female,Bangalore,Cloud Computing,Paid,14,14,48,91,4,No,Yes,57,66,Not Completed,Placed,5.43,2
961,21,Female,Chennai,Cyber Security,Paid,14,11,48,75,5,No,Yes,78,68,Not Completed,Placed,14.02,4
